PERCENT_PROFICIENT,NUMBER_TOOK_EXAM,ATTENDANCE_RATE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,PERCENT_OF_STUDENTS_SUSPENDED,NUMBER_TOTAL_STUDENTS_IN_SCHOOL,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES,MATHEMATICS_AVERAGE_CLASS_SIZE,ASSESSMENT_NAME,SCHOOL_NAME,DISTRICT_NAME,COUNTY_NAME,DISTRICT_TYPE,REGION
67,48,94,40,4,34,0,0,3,296,3710,36744,48,52,0,0,0,0,2,95,3,11,47,0,1,1,0,15.6,Combined8Math,WEST CANADA VALLEY JUNIOR-SENIOR HS,WEST CANADA VALLEY CSD,HERKIMER,Average Need,Mohawk Valley
73,49,94,42,3,34,0,0,1,346,3807,23693,48,52,3,0,0,0,2,97,1,12,50,0,3,1,0,10.75,Combined6Math,WEST CANADA VALLEY ELEMENTARY SCHOOL,WEST CANADA VALLEY CSD,HERKIMER,Average Need,Mohawk Valley
52,71,94,40,6,26,1,0,5,212,2911,20352,53,47,2,0,0,1,3,90,6,17,51,0,0,0,0,13.5,Combined8Math,FRANKFORT-SCHUYLER MIDDLE SCHOOL,FRANKFORT-SCHUYLER CSD,HERKIMER,Average Need,Mohawk Valley
48,56,94,40,6,26,1,0,5,212,2911,20352,53,47,2,0,0,1,3,90,6,17,51,0,0,0,0,13.5,Combined7Math,FRANKFORT-SCHUYLER MIDDLE SCHOOL,FRANKFORT-SCHUYLER CSD,HERKIMER,Average Need,Mohawk Valley
100,8,94,40,6,26,1,0,5,212,2911,20352,53,47,2,0,0,1,3,90,6,17,51,0,0,0,0,13.5,RegentsMath8,FRANKFORT-SCHUYLER MIDDLE SCHOOL,FRANKFORT-SCHUYLER CSD,HERKIMER,Average Need,Mohawk Valley
19,63,94,40,6,26,1,0,5,212,2911,20352,53,47,2,0,0,1,3,90,6,17,51,0,0,0,0,13.5,Combined6Math,FRANKFORT-SCHUYLER MIDDLE SCHOOL,FRANKFORT-SCHUYLER CSD,HERKIMER,Average Need,Mohawk Valley
23,64,90,54,5,52,2,2,6,543,2932,22616,54,46,0,0,4,1,1,89,4,15,62,0,1,0,0,18.666666666666668,Combined6Math,HERKIMER HIGH SCHOOL,HERKIMER CSD,HERKIMER,High-Need Rural,Mohawk Valley
38,89,90,54,5,52,2,2,6,543,2932,22616,54,46,0,0,4,1,1,89,4,15,62,0,1,0,0,18.666666666666668,Combined7Math,HERKIMER HIGH SCHOOL,HERKIMER CSD,HERKIMER,High-Need Rural,Mohawk Valley
49,74,94,43,1,30,1,1,4,234,6190,26230,55,45,0,0,0,1,2,94,3,22,48,1,0,0,0,13.75,Combined7Math,LITTLE FALLS MIDDLE SCHOOL,LITTLE FALLS CITY SD,HERKIMER,High-Need Rural,Mohawk Valley
42,79,94,43,1,30,1,1,4,234,6190,26230,55,45,0,0,0,1,2,94,3,22,48,1,0,0,0,13.75,Combined6Math,LITTLE FALLS MIDDLE SCHOOL,LITTLE FALLS CITY SD,HERKIMER,High-Need Rural,Mohawk Valley
100,11,94,43,1,30,1,1,4,234,6190,26230,55,45,0,0,0,1,2,94,3,22,48,1,0,0,0,13.75,RegentsMath8,LITTLE FALLS MIDDLE SCHOOL,LITTLE FALLS CITY SD,HERKIMER,High-Need Rural,Mohawk Valley
32,66,94,43,1,30,1,1,4,234,6190,26230,55,45,0,0,0,1,2,94,3,22,48,1,0,0,0,13.75,Combined8Math,LITTLE FALLS MIDDLE SCHOOL,LITTLE FALLS CITY SD,HERKIMER,High-Need Rural,Mohawk Valley
21,56,92,50,1,43,0,0,5,436,469,23081,56,44,0,0,2,0,0,98,0,15,56,0,0,0,0,13.75,Combined6Math,DOLGEVILLE ELEMENTARY SCHOOL,DOLGEVILLE CSD,HERKIMER,High-Need Rural,Mohawk Valley
37,52,93,49,0,38,0,0,10,360,508,27785,48,52,0,0,1,0,1,98,0,19,54,0,0,0,0,13.2,Combined7Math,JAMES A GREEN JR/SR HS,DOLGEVILLE CSD,HERKIMER,High-Need Rural,Mohawk Valley
57,23,94,49,2,28,1,1,8,250,3800,29582,53,47,0,0,0,0,3,94,3,15,51,0,0,0,1,13.5,Combined7Math,POLAND JUNIOR-SENIOR HIGH SCHOOL,POLAND CSD,HERKIMER,High-Need Rural,Mohawk Valley
60,40,94,49,2,28,1,1,8,250,3800,29582,53,47,0,0,0,0,3,94,3,15,51,0,0,0,1,13.5,Combined6Math,POLAND JUNIOR-SENIOR HIGH SCHOOL,POLAND CSD,HERKIMER,High-Need Rural,Mohawk Valley
30,10,93,57,5,26,1,0,1,162,0,39373,44,55,1,0,0,0,2,96,2,12,65,0,0,0,0,10,Combined6Math,OWEN D YOUNG CENTRAL SCHOOL,VAN HORNESVILLE-OWEN D YOUNG CSD,HERKIMER,High-Need Rural,Mohawk Valley
71,14,93,57,5,26,1,0,1,162,0,39373,44,55,1,0,0,0,2,96,2,12,65,0,0,0,0,10,Combined8Math,OWEN D YOUNG CENTRAL SCHOOL,VAN HORNESVILLE-OWEN D YOUNG CSD,HERKIMER,High-Need Rural,Mohawk Valley
9,11,93,57,5,26,1,0,1,162,0,39373,44,55,1,0,0,0,2,96,2,12,65,0,0,0,0,10,Combined7Math,OWEN D YOUNG CENTRAL SCHOOL,VAN HORNESVILLE-OWEN D YOUNG CSD,HERKIMER,High-Need Rural,Mohawk Valley
100,6,93,57,5,26,1,0,1,162,0,39373,44,55,1,0,0,0,2,96,2,12,65,0,0,0,0,10,RegentsMath8,OWEN D YOUNG CENTRAL SCHOOL,VAN HORNESVILLE-OWEN D YOUNG CSD,HERKIMER,High-Need Rural,Mohawk Valley
65,17,74,38,5,28,0,0,1,234,1553,39696,54,46,0,0,1,0,2,96,1,18,44,0,0,0,0,13.777777777777779,Combined7Math,TOWN OF WEBB SCHOOL,TOWN OF WEBB UFSD,HERKIMER,Low Need,Mohawk Valley
87,15,74,38,5,28,0,0,1,234,1553,39696,54,46,0,0,1,0,2,96,1,18,44,0,0,0,0,13.777777777777779,Combined6Math,TOWN OF WEBB SCHOOL,TOWN OF WEBB UFSD,HERKIMER,Low Need,Mohawk Valley
16,73,93,50,5,33,0,1,20,302,2693,26553,47,53,1,0,0,1,2,96,1,17,55,1,1,0,0,12.6,Combined6Math,MT MARKHAM MIDDLE SCHOOL,MOUNT MARKHAM CSD,HERKIMER,High-Need Rural,Mohawk Valley
39,56,93,50,5,33,0,1,20,302,2693,26553,47,53,1,0,0,1,2,96,1,17,55,1,1,0,0,12.6,Combined7Math,MT MARKHAM MIDDLE SCHOOL,MOUNT MARKHAM CSD,HERKIMER,High-Need Rural,Mohawk Valley
20,70,93,50,5,33,0,1,20,302,2693,26553,47,53,1,0,0,1,2,96,1,17,55,1,1,0,0,12.6,Combined8Math,MT MARKHAM MIDDLE SCHOOL,MOUNT MARKHAM CSD,HERKIMER,High-Need Rural,Mohawk Valley
64,136,92,55,3,61,2,1,5,633,2307,22725,50,50,0,0,2,1,4,90,3,21,58,0,0,0,0,18.8,Combined7Math,GREGORY B JARVIS MIDDLE SCHOOL,CENTRAL VALLEY CSD AT ILION-MOHAWK,HERKIMER,High-Need Rural,Mohawk Valley
28,163,92,55,3,61,2,1,5,633,2307,22725,50,50,0,0,2,1,4,90,3,21,58,0,0,0,0,18.8,Combined6Math,GREGORY B JARVIS MIDDLE SCHOOL,CENTRAL VALLEY CSD AT ILION-MOHAWK,HERKIMER,High-Need Rural,Mohawk Valley
100,22,92,55,3,61,2,1,5,633,2307,22725,50,50,0,0,2,1,4,90,3,21,58,0,0,0,0,18.8,RegentsMath8,GREGORY B JARVIS MIDDLE SCHOOL,CENTRAL VALLEY CSD AT ILION-MOHAWK,HERKIMER,High-Need Rural,Mohawk Valley
46,164,92,55,3,61,2,1,5,633,2307,22725,50,50,0,0,2,1,4,90,3,21,58,0,0,0,0,18.8,Combined8Math,GREGORY B JARVIS MIDDLE SCHOOL,CENTRAL VALLEY CSD AT ILION-MOHAWK,HERKIMER,High-Need Rural,Mohawk Valley
54,123,94,40,6,37,2,0,2,404,480,19224,50,50,0,0,0,1,2,95,2,18,47,1,0,0,4,18.5,Combined6Math,CLARKE MIDDLE SCHOOL,SOUTH JEFFERSON CSD,JEFFERSON,Average Need,North Country (New York)
56,131,94,40,6,37,2,0,2,404,480,19224,50,50,0,0,0,1,2,95,2,18,47,1,0,0,4,18.5,Combined7Math,CLARKE MIDDLE SCHOOL,SOUTH JEFFERSON CSD,JEFFERSON,Average Need,North Country (New York)
70,33,94,40,4,29,0,0,0,249,3115,25469,50,50,0,0,2,0,3,94,1,12,45,0,3,0,4,14.5,Combined6Math,ALEXANDRIA CENTRAL ELEMENTARY,ALEXANDRIA CSD,JEFFERSON,Average Need,North Country (New York)
47,38,92,50,5,26,1,0,1,224,1186,30206,53,46,0,1,0,0,3,93,2,23,56,0,9,0,12,14,Combined7Math,ALEXANDRIA CENTRAL HIGH SCHOOL,ALEXANDRIA CSD,JEFFERSON,Average Need,North Country (New York)
56,185,92,42,15,75,3,1,8,725,2351,21726,51,49,2,0,9,2,14,66,8,16,60,1,4,0,47,11.75,Combined7Math,INDIAN RIVER MIDDLE SCHOOL,INDIAN RIVER CSD,JEFFERSON,High-Need Rural,North Country (New York)
55,150,92,42,15,75,3,1,8,725,2351,21726,51,49,2,0,9,2,14,66,8,16,60,1,4,0,47,11.75,Combined8Math,INDIAN RIVER MIDDLE SCHOOL,INDIAN RIVER CSD,JEFFERSON,High-Need Rural,North Country (New York)
39,233,92,42,15,75,3,1,8,725,2351,21726,51,49,2,0,9,2,14,66,8,16,60,1,4,0,47,11.75,Combined6Math,INDIAN RIVER MIDDLE SCHOOL,INDIAN RIVER CSD,JEFFERSON,High-Need Rural,North Country (New York)
100,15,92,42,15,75,3,1,8,725,2351,21726,51,49,2,0,9,2,14,66,8,16,60,1,4,0,47,11.75,RegentsMath8,INDIAN RIVER MIDDLE SCHOOL,INDIAN RIVER CSD,JEFFERSON,High-Need Rural,North Country (New York)
57,90,93,43,5,30,0,0,1,372,1644,18794,48,52,1,0,1,2,3,89,4,20,54,0,0,0,6,11.25,Combined6Math,BROWNVILLE SCHOOL,GENERAL BROWN CSD,JEFFERSON,Average Need,North Country (New York)
80,92,93,39,5,44,3,0,7,654,1537,14458,49,51,0,0,2,1,2,93,3,14,46,0,0,0,2,17.4,Combined8Math,GENERAL BROWN JUNIOR-SENIOR HS,GENERAL BROWN CSD,JEFFERSON,Average Need,North Country (New York)
58,96,93,39,5,44,3,0,7,654,1537,14458,49,51,0,0,2,1,2,93,3,14,46,0,0,0,2,17.4,Combined7Math,GENERAL BROWN JUNIOR-SENIOR HS,GENERAL BROWN CSD,JEFFERSON,Average Need,North Country (New York)
100,20,93,39,5,44,3,0,7,654,1537,14458,49,51,0,0,2,1,2,93,3,14,46,0,0,0,2,17.4,RegentsMath8,GENERAL BROWN JUNIOR-SENIOR HS,GENERAL BROWN CSD,JEFFERSON,Average Need,North Country (New York)
75,59,93,38,6,25,1,0,6,192,1401,22403,50,50,0,0,0,1,3,93,3,15,43,0,0,0,1,16,Combined8Math,THOUSAND ISLANDS MIDDLE SCHOOL,THOUSAND ISLANDS CSD,JEFFERSON,Average Need,North Country (New York)
100,13,93,38,6,25,1,0,6,192,1401,22403,50,50,0,0,0,1,3,93,3,15,43,0,0,0,1,16,RegentsMath8,THOUSAND ISLANDS MIDDLE SCHOOL,THOUSAND ISLANDS CSD,JEFFERSON,Average Need,North Country (New York)
80,64,93,38,6,25,1,0,6,192,1401,22403,50,50,0,0,0,1,3,93,3,15,43,0,0,0,1,16,Combined7Math,THOUSAND ISLANDS MIDDLE SCHOOL,THOUSAND ISLANDS CSD,JEFFERSON,Average Need,North Country (New York)
71,52,93,38,6,25,1,0,6,192,1401,22403,50,50,0,0,0,1,3,93,3,15,43,0,0,0,1,16,Combined6Math,THOUSAND ISLANDS MIDDLE SCHOOL,THOUSAND ISLANDS CSD,JEFFERSON,Average Need,North Country (New York)
38,32,94,51,5,45,0,0,5,502,20983,1564,53,47,1,0,2,0,4,92,2,21,59,0,0,0,0,13.444444444444445,Combined6Math,BELLEVILLE HENDERSON CENTRAL SCHOOL,BELLEVILLE-HENDERSON CSD,JEFFERSON,High-Need Rural,North Country (New York)
29,31,94,51,5,45,0,0,5,502,20983,1564,53,47,1,0,2,0,4,92,2,21,59,0,0,0,0,13.444444444444445,Combined7Math,BELLEVILLE HENDERSON CENTRAL SCHOOL,BELLEVILLE-HENDERSON CSD,JEFFERSON,High-Need Rural,North Country (New York)
100,9,94,51,5,45,0,0,5,502,20983,1564,53,47,1,0,2,0,4,92,2,21,59,0,0,0,0,13.444444444444445,RegentsMath8,BELLEVILLE HENDERSON CENTRAL SCHOOL,BELLEVILLE-HENDERSON CSD,JEFFERSON,High-Need Rural,North Country (New York)
38,37,94,51,5,45,0,0,5,502,20983,1564,53,47,1,0,2,0,4,92,2,21,59,0,0,0,0,13.444444444444445,Combined8Math,BELLEVILLE HENDERSON CENTRAL SCHOOL,BELLEVILLE-HENDERSON CSD,JEFFERSON,High-Need Rural,North Country (New York)
62,26,94,30,6,35,1,0,2,399,308,23929,47,53,1,0,1,1,8,88,2,20,38,2,0,0,8,11.6,Combined8Math,SACKETS HARBOR CENTRAL SCHOOL,SACKETS HARBOR CSD,JEFFERSON,Average Need,North Country (New York)
44,27,94,30,6,35,1,0,2,399,308,23929,47,53,1,0,1,1,8,88,2,20,38,2,0,0,8,11.6,Combined6Math,SACKETS HARBOR CENTRAL SCHOOL,SACKETS HARBOR CSD,JEFFERSON,Average Need,North Country (New York)
63,24,94,30,6,35,1,0,2,399,308,23929,47,53,1,0,1,1,8,88,2,20,38,2,0,0,8,11.6,Combined7Math,SACKETS HARBOR CENTRAL SCHOOL,SACKETS HARBOR CSD,JEFFERSON,Average Need,North Country (New York)
67,18,92,49,4,30,1,0,2,345,2567,22943,50,50,0,0,2,0,5,90,3,22,55,0,2,0,5,17.11111111111111,Combined6Math,LYME CENTRAL SCHOOL,LYME CSD,JEFFERSON,High-Need Rural,North Country (New York)
61,18,92,49,4,30,1,0,2,345,2567,22943,50,50,0,0,2,0,5,90,3,22,55,0,2,0,5,17.11111111111111,Combined7Math,LYME CENTRAL SCHOOL,LYME CSD,JEFFERSON,High-Need Rural,North Country (New York)
56,25,74,49,7,41,0,0,3,468,2615,19776,54,46,0,0,1,0,3,93,3,15,57,0,1,0,6,13.625,Combined6Math,LA FARGEVILLE CENTRAL SCHOOL,LA FARGEVILLE CSD,JEFFERSON,High-Need Rural,North Country (New York)
77,22,74,49,7,41,0,0,3,468,2615,19776,54,46,0,0,1,0,3,93,3,15,57,0,1,0,6,13.625,RegentsMath8,LA FARGEVILLE CENTRAL SCHOOL,LA FARGEVILLE CSD,JEFFERSON,High-Need Rural,North Country (New York)
70,33,74,49,7,41,0,0,3,468,2615,19776,54,46,0,0,1,0,3,93,3,15,57,0,1,0,6,13.625,Combined7Math,LA FARGEVILLE CENTRAL SCHOOL,LA FARGEVILLE CSD,JEFFERSON,High-Need Rural,North Country (New York)
77,22,74,49,7,41,0,0,3,468,2615,19776,54,46,0,0,1,0,3,93,3,15,57,0,1,0,6,13.625,Combined8Math,LA FARGEVILLE CENTRAL SCHOOL,LA FARGEVILLE CSD,JEFFERSON,High-Need Rural,North Country (New York)
41,259,89,63,3,52,3,0,15,591,4380,19235,48,52,1,0,8,1,9,65,15,22,69,0,3,0,4,15.333333333333334,Combined7Math,CASE MIDDLE SCHOOL,WATERTOWN CITY SD,JEFFERSON,High-Need Urban/Suburban,North Country (New York)
100,20,89,63,3,52,3,0,15,591,4380,19235,48,52,1,0,8,1,9,65,15,22,69,0,3,0,4,15.333333333333334,RegentsMath8,CASE MIDDLE SCHOOL,WATERTOWN CITY SD,JEFFERSON,High-Need Urban/Suburban,North Country (New York)
38,229,89,63,3,52,3,0,15,591,4380,19235,48,52,1,0,8,1,9,65,15,22,69,0,3,0,4,15.333333333333334,Combined8Math,CASE MIDDLE SCHOOL,WATERTOWN CITY SD,JEFFERSON,High-Need Urban/Suburban,North Country (New York)
30,276,91,62,2,47,2,1,9,621,4446,15907,55,45,1,0,6,1,15,67,10,21,68,0,2,1,2,18,Combined6Math,HAROLD T WILEY SCHOOL,WATERTOWN CITY SD,JEFFERSON,High-Need Urban/Suburban,North Country (New York)
55,194,90,41,7,109,3,2,7,930,2281,21245,53,47,1,1,5,1,14,72,8,20,50,0,1,1,39,13.5,Combined6Math,CARTHAGE MIDDLE SCHOOL,CARTHAGE CSD,JEFFERSON,High-Need Rural,North Country (New York)
52,183,90,41,7,109,3,2,7,930,2281,21245,53,47,1,1,5,1,14,72,8,20,50,0,1,1,39,13.5,Combined7Math,CARTHAGE MIDDLE SCHOOL,CARTHAGE CSD,JEFFERSON,High-Need Rural,North Country (New York)
100,45,90,41,7,109,3,2,7,930,2281,21245,53,47,1,1,5,1,14,72,8,20,50,0,1,1,39,13.5,RegentsMath8,CARTHAGE MIDDLE SCHOOL,CARTHAGE CSD,JEFFERSON,High-Need Rural,North Country (New York)
55,208,90,41,7,109,3,2,7,930,2281,21245,53,47,1,1,5,1,14,72,8,20,50,0,1,1,39,13.5,Combined8Math,CARTHAGE MIDDLE SCHOOL,CARTHAGE CSD,JEFFERSON,High-Need Rural,North Country (New York)
65,23,95,32,5,45,2,0,0,483,3151,20385,53,47,0,0,1,0,5,91,2,16,37,1,1,1,0,12.777777777777779,Combined8Math,COPENHAGEN CENTRAL SCHOOL,COPENHAGEN CSD,LEWIS,High-Need Rural,North Country (New York)
65,37,95,32,5,45,2,0,0,483,3151,20385,53,47,0,0,1,0,5,91,2,16,37,1,1,1,0,12.777777777777779,Combined7Math,COPENHAGEN CENTRAL SCHOOL,COPENHAGEN CSD,LEWIS,High-Need Rural,North Country (New York)
76,37,95,32,5,45,2,0,0,483,3151,20385,53,47,0,0,1,0,5,91,2,16,37,1,1,1,0,12.777777777777779,Combined6Math,COPENHAGEN CENTRAL SCHOOL,COPENHAGEN CSD,LEWIS,High-Need Rural,North Country (New York)
44,27,91,54,7,20,1,0,0,169,693,31282,54,46,0,0,0,0,3,93,5,19,61,0,3,0,1,17.25,Combined6Math,HARRISVILLE ELEMENTARY SCHOOL,HARRISVILLE CSD,LEWIS,Average Need,North Country (New York)
62,26,91,50,9,20,1,0,0,171,625,32599,53,47,0,0,0,2,4,93,1,18,60,0,1,0,2,15.6,Combined7Math,HARRISVILLE JUNIOR-SENIOR HIGH SCH,HARRISVILLE CSD,LEWIS,Average Need,North Country (New York)
73,101,94,40,6,33,1,0,3,285,1601,18647,47,53,1,0,1,0,4,90,5,12,48,0,2,0,2,17.5,Combined7Math,LOWVILLE MIDDLE SCHOOL,LOWVILLE ACADEMY & CSD,LEWIS,High-Need Rural,North Country (New York)
47,76,94,40,6,33,1,0,3,285,1601,18647,47,53,1,0,1,0,4,90,5,12,48,0,2,0,2,17.5,Combined6Math,LOWVILLE MIDDLE SCHOOL,LOWVILLE ACADEMY & CSD,LEWIS,High-Need Rural,North Country (New York)
100,17,94,40,6,33,1,0,3,285,1601,18647,47,53,1,0,1,0,4,90,5,12,48,0,2,0,2,17.5,RegentsMath8,LOWVILLE MIDDLE SCHOOL,LOWVILLE ACADEMY & CSD,LEWIS,High-Need Rural,North Country (New York)
50,82,94,40,6,33,1,0,3,285,1601,18647,47,53,1,0,1,0,4,90,5,12,48,0,2,0,2,17.5,Combined8Math,LOWVILLE MIDDLE SCHOOL,LOWVILLE ACADEMY & CSD,LEWIS,High-Need Rural,North Country (New York)
61,64,94,43,8,23,1,0,9,199,2546,18828,56,44,0,0,3,0,0,97,0,22,52,0,0,0,0,16.666666666666668,Combined8Math,BEAVER RIVER MIDDLE SCHOOL,BEAVER RIVER CSD,LEWIS,High-Need Rural,North Country (New York)
33,49,94,43,8,23,1,0,9,199,2546,18828,56,44,0,0,3,0,0,97,0,22,52,0,0,0,0,16.666666666666668,Combined6Math,BEAVER RIVER MIDDLE SCHOOL,BEAVER RIVER CSD,LEWIS,High-Need Rural,North Country (New York)
48,62,94,43,8,23,1,0,9,199,2546,18828,56,44,0,0,3,0,0,97,0,22,52,0,0,0,0,16.666666666666668,Combined7Math,BEAVER RIVER MIDDLE SCHOOL,BEAVER RIVER CSD,LEWIS,High-Need Rural,North Country (New York)
56,71,93,57,4,35,1,0,2,315,2463,21341,56,44,1,0,1,0,2,94,2,26,63,0,2,1,1,12.8,Combined6Math,SOUTH LEWIS MIDDLE SCHOOL,SOUTH LEWIS CSD,LEWIS,High-Need Rural,North Country (New York)
62,69,93,57,4,35,1,0,2,315,2463,21341,56,44,1,0,1,0,2,94,2,26,63,0,2,1,1,12.8,Combined8Math,SOUTH LEWIS MIDDLE SCHOOL,SOUTH LEWIS CSD,LEWIS,High-Need Rural,North Country (New York)
100,12,93,57,4,35,1,0,2,315,2463,21341,56,44,1,0,1,0,2,94,2,26,63,0,2,1,1,12.8,RegentsMath8,SOUTH LEWIS MIDDLE SCHOOL,SOUTH LEWIS CSD,LEWIS,High-Need Rural,North Country (New York)
56,73,93,57,4,35,1,0,2,315,2463,21341,56,44,1,0,1,0,2,94,2,26,63,0,2,1,1,12.8,Combined7Math,SOUTH LEWIS MIDDLE SCHOOL,SOUTH LEWIS CSD,LEWIS,High-Need Rural,North Country (New York)
67,58,94,32,3,40,2,0,3,271,1814,21711,53,47,3,1,3,1,10,83,3,13,36,0,2,0,1,10.8,Combined7Math,AVON MIDDLE SCHOOL,AVON CSD,LIVINGSTON,Average Need,Finger Lakes
100,14,94,32,3,40,2,0,3,271,1814,21711,53,47,3,1,3,1,10,83,3,13,36,0,2,0,1,10.8,RegentsMath8,AVON MIDDLE SCHOOL,AVON CSD,LIVINGSTON,Average Need,Finger Lakes
54,63,94,32,3,40,2,0,3,271,1814,21711,53,47,3,1,3,1,10,83,3,13,36,0,2,0,1,10.8,Combined6Math,AVON MIDDLE SCHOOL,AVON CSD,LIVINGSTON,Average Need,Finger Lakes
76,63,94,32,3,40,2,0,3,271,1814,21711,53,47,3,1,3,1,10,83,3,13,36,0,2,0,1,10.8,Combined8Math,AVON MIDDLE SCHOOL,AVON CSD,LIVINGSTON,Average Need,Finger Lakes
100,13,94,30,4,42,2,1,5,413,1789,21223,47,52,1,0,2,2,3,92,0,13,36,0,2,0,0,18.428571428571427,RegentsMath8,CALEDONIA-MUMFORD M/HS,CALEDONIA-MUMFORD CSD,LIVINGSTON,Average Need,Finger Lakes
48,67,94,30,4,42,2,1,5,413,1789,21223,47,52,1,0,2,2,3,92,0,13,36,0,2,0,0,18.428571428571427,Combined6Math,CALEDONIA-MUMFORD M/HS,CALEDONIA-MUMFORD CSD,LIVINGSTON,Average Need,Finger Lakes
47,53,94,30,4,42,2,1,5,413,1789,21223,47,52,1,0,2,2,3,92,0,13,36,0,2,0,0,18.428571428571427,Combined8Math,CALEDONIA-MUMFORD M/HS,CALEDONIA-MUMFORD CSD,LIVINGSTON,Average Need,Finger Lakes
67,54,94,30,4,42,2,1,5,413,1789,21223,47,52,1,0,2,2,3,92,0,13,36,0,2,0,0,18.428571428571427,Combined7Math,CALEDONIA-MUMFORD M/HS,CALEDONIA-MUMFORD CSD,LIVINGSTON,Average Need,Finger Lakes
63,52,93,33,0,55,2,0,4,449,4718,44566,52,47,1,0,1,3,11,82,3,15,36,0,3,0,0,12.666666666666666,Combined7Math,GENESEO MIDDLE SCHOOL HIGH SCHOOL,GENESEO CSD,LIVINGSTON,Average Need,Finger Lakes
64,53,93,33,0,55,2,0,4,449,4718,44566,52,47,1,0,1,3,11,82,3,15,36,0,3,0,0,12.666666666666666,Combined8Math,GENESEO MIDDLE SCHOOL HIGH SCHOOL,GENESEO CSD,LIVINGSTON,Average Need,Finger Lakes
100,20,93,33,0,55,2,0,4,449,4718,44566,52,47,1,0,1,3,11,82,3,15,36,0,3,0,0,12.666666666666666,RegentsMath8,GENESEO MIDDLE SCHOOL HIGH SCHOOL,GENESEO CSD,LIVINGSTON,Average Need,Finger Lakes
44,57,93,33,0,55,2,0,4,449,4718,44566,52,47,1,0,1,3,11,82,3,15,36,0,3,0,0,12.666666666666666,Combined6Math,GENESEO MIDDLE SCHOOL HIGH SCHOOL,GENESEO CSD,LIVINGSTON,Average Need,Finger Lakes
47,59,94,38,3,71,4,1,9,759,1342,26911,53,47,0,0,1,0,3,93,4,17,42,0,2,0,0,11.8,Combined6Math,LIVONIA MIDDLE/HIGH SCHOOL,LIVONIA CSD,LIVINGSTON,Average Need,Finger Lakes
48,65,94,38,3,71,4,1,9,759,1342,26911,53,47,0,0,1,0,3,93,4,17,42,0,2,0,0,11.8,Combined7Math,LIVONIA MIDDLE/HIGH SCHOOL,LIVONIA CSD,LIVINGSTON,Average Need,Finger Lakes
92,87,94,38,3,71,4,1,9,759,1342,26911,53,47,0,0,1,0,3,93,4,17,42,0,2,0,0,11.8,RegentsMath8,LIVONIA MIDDLE/HIGH SCHOOL,LIVONIA CSD,LIVINGSTON,Average Need,Finger Lakes
31,32,93,60,0,35,1,1,10,219,4218,32074,52,47,5,0,3,1,21,72,4,15,61,0,4,0,0,14,Combined8Math,MT MORRIS MIDDLE/SENIOR HS,MT MORRIS CSD,LIVINGSTON,High-Need Rural,Finger Lakes
80,5,93,60,0,35,1,1,10,219,4218,32074,52,47,5,0,3,1,21,72,4,15,61,0,4,0,0,14,RegentsMath8,MT MORRIS MIDDLE/SENIOR HS,MT MORRIS CSD,LIVINGSTON,High-Need Rural,Finger Lakes
63,46,93,60,0,35,1,1,10,219,4218,32074,52,47,5,0,3,1,21,72,4,15,61,0,4,0,0,14,Combined7Math,MT MORRIS MIDDLE/SENIOR HS,MT MORRIS CSD,LIVINGSTON,High-Need Rural,Finger Lakes
48,44,94,61,0,36,0,2,9,316,3147,23180,49,51,7,0,1,0,21,76,2,16,64,0,4,0,0,17.25,Combined6Math,MT MORRIS ELEMENTARY SCHOOL,MT MORRIS CSD,LIVINGSTON,High-Need Rural,Finger Lakes
51,61,93,55,6,40,1,1,3,339,2756,23244,49,51,1,0,1,1,4,92,2,15,65,0,1,1,0,11,Combined6Math,ELLIS B HYDE ELEMENTARY SCHOOL,DANSVILLE CSD,LIVINGSTON,High-Need Rural,Finger Lakes
61,79,91,48,6,58,4,1,10,630,2750,25275,52,48,0,0,0,0,4,93,3,14,57,0,2,0,0,13.2,Combined8Math,DANSVILLE HIGH SCHOOL,DANSVILLE CSD,LIVINGSTON,High-Need Rural,Finger Lakes
95,20,91,48,6,58,4,1,10,630,2750,25275,52,48,0,0,0,0,4,93,3,14,57,0,2,0,0,13.2,RegentsMath8,DANSVILLE HIGH SCHOOL,DANSVILLE CSD,LIVINGSTON,High-Need Rural,Finger Lakes
52,77,91,48,6,58,4,1,10,630,2750,25275,52,48,0,0,0,0,4,93,3,14,57,0,2,0,0,13.2,Combined7Math,DANSVILLE HIGH SCHOOL,DANSVILLE CSD,LIVINGSTON,High-Need Rural,Finger Lakes
