PERCENT_PROFICIENT,NUMBER_TOOK_EXAM,ATTENDANCE_RATE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,PERCENT_OF_STUDENTS_SUSPENDED,NUMBER_TOTAL_STUDENTS_IN_SCHOOL,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES,MATHEMATICS_AVERAGE_CLASS_SIZE,ASSESSMENT_NAME,SCHOOL_NAME,DISTRICT_NAME,COUNTY_NAME,DISTRICT_TYPE,REGION
96,46,95,20,0,113,8,4,3,1262,833,31542,50,50,2,0,3,3,25,68,1,20,23,0,1,0,0,21.333333333333332,Regents Common Core Algebra II,MAHOPAC HIGH SCHOOL,MAHOPAC CSD,PUTNAM,Low Need,Hudson Valley
79,266,95,20,0,113,8,4,3,1262,833,31542,50,50,2,0,3,3,25,68,1,20,23,0,1,0,0,21.333333333333332,Regents Algebra I,MAHOPAC HIGH SCHOOL,MAHOPAC CSD,PUTNAM,Low Need,Hudson Valley
50,10,95,20,0,113,8,4,3,1262,833,31542,50,50,2,0,3,3,25,68,1,20,23,0,1,0,0,21.333333333333332,Regents Common Core Algebra I,MAHOPAC HIGH SCHOOL,MAHOPAC CSD,PUTNAM,Low Need,Hudson Valley
100,89,95,19,1,97,4,1,2,924,965,33404,52,48,5,0,3,2,31,62,2,23,23,0,0,0,0,20.25,Regents Algebra I,MAHOPAC MIDDLE SCHOOL,MAHOPAC CSD,PUTNAM,Low Need,Hudson Valley
54,13,95,32,4,111,7,3,5,1321,940,35560,53,46,4,0,4,2,34,56,3,18,38,0,1,0,2,18.333333333333332,Regents Common Core Algebra I,CARMEL HIGH SCHOOL,CARMEL CSD,PUTNAM,Average Need,Hudson Valley
100,8,95,32,4,111,7,3,5,1321,940,35560,53,46,4,0,4,2,34,56,3,18,38,0,1,0,2,18.333333333333332,Regents Common Core Geometry,CARMEL HIGH SCHOOL,CARMEL CSD,PUTNAM,Average Need,Hudson Valley
81,249,95,32,4,111,7,3,5,1321,940,35560,53,46,4,0,4,2,34,56,3,18,38,0,1,0,2,18.333333333333332,Regents Algebra I,CARMEL HIGH SCHOOL,CARMEL CSD,PUTNAM,Average Need,Hudson Valley
100,55,93,34,3,106,4,2,2,1139,878,34486,52,48,4,0,3,2,39,51,4,19,38,0,1,0,2,23,Regents Algebra I,GEORGE FISCHER MIDDLE SCHOOL,CARMEL CSD,PUTNAM,Average Need,Hudson Valley
84,64,96,15,2,35,1,1,1,312,553,34479,55,45,0,0,1,4,12,81,1,14,18,0,0,0,0,19.333333333333332,Regents Common Core Geometry,HALDANE HIGH SCHOOL,HALDANE CSD,PUTNAM,Low Need,Hudson Valley
96,46,96,15,2,35,1,1,1,312,553,34479,55,45,0,0,1,4,12,81,1,14,18,0,0,0,0,19.333333333333332,Regents Algebra I,HALDANE HIGH SCHOOL,HALDANE CSD,PUTNAM,Low Need,Hudson Valley
100,32,95,16,2,28,0,0,3,172,664,32903,52,48,0,0,2,5,14,77,2,12,17,0,1,0,0,15.5,Regents Algebra I,HALDANE MIDDLE SCHOOL,HALDANE CSD,PUTNAM,Low Need,Hudson Valley
93,14,96,9,0,20,1,0,0,215,1948,39614,48,52,1,0,0,3,13,75,9,13,9,0,1,0,0,16.571428571428573,Regents Algebra I,GARRISON SCHOOL,GARRISON UFSD,PUTNAM,Low Need,Hudson Valley
92,13,95,22,2,48,0,0,1,498,718,35422,54,46,3,0,3,1,29,64,3,15,26,0,0,0,0,12.75,Regents Common Core Algebra II,PUTNAM VALLEY HIGH SCHOOL,PUTNAM VALLEY CSD,PUTNAM,Low Need,Hudson Valley
25,12,95,22,2,48,0,0,1,498,718,35422,54,46,3,0,3,1,29,64,3,15,26,0,0,0,0,12.75,Regents Common Core Algebra I,PUTNAM VALLEY HIGH SCHOOL,PUTNAM VALLEY CSD,PUTNAM,Low Need,Hudson Valley
84,91,95,22,2,48,0,0,1,498,718,35422,54,46,3,0,3,1,29,64,3,15,26,0,0,0,0,12.75,Regents Algebra I,PUTNAM VALLEY HIGH SCHOOL,PUTNAM VALLEY CSD,PUTNAM,Low Need,Hudson Valley
67,96,95,22,2,48,0,0,1,498,718,35422,54,46,3,0,3,1,29,64,3,15,26,0,0,0,0,12.75,Regents Common Core Geometry,PUTNAM VALLEY HIGH SCHOOL,PUTNAM VALLEY CSD,PUTNAM,Low Need,Hudson Valley
100,48,98,20,2,35,0,1,0,437,1175,31596,51,49,3,0,4,1,32,57,5,13,25,0,0,0,0,19.6,Regents Algebra I,PUTNAM VALLEY MIDDLE SCHOOL,PUTNAM VALLEY CSD,PUTNAM,Low Need,Hudson Valley
97,36,94,39,4,95,6,2,5,1080,1018,32597,51,49,12,0,2,3,48,44,3,16,45,0,0,0,0,18,Regents Common Core Algebra II,BREWSTER HIGH SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
10,20,94,39,4,95,6,2,5,1080,1018,32597,51,49,12,0,2,3,48,44,3,16,45,0,0,0,0,18,Regents Common Core Algebra I,BREWSTER HIGH SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
78,169,94,39,4,95,6,2,5,1080,1018,32597,51,49,12,0,2,3,48,44,3,16,45,0,0,0,0,18,Regents Algebra I,BREWSTER HIGH SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
81,32,94,39,4,95,6,2,5,1080,1018,32597,51,49,12,0,2,3,48,44,3,16,45,0,0,0,0,18,Regents Common Core Geometry,BREWSTER HIGH SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
100,21,94,40,4,85,3,1,6,650,1039,39582,52,48,12,0,3,2,54,39,2,19,46,0,0,0,0,19.2,Regents Common Core Geometry,HENRY H WELLS MIDDLE SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
100,65,94,40,4,85,3,1,6,650,1039,39582,52,48,12,0,3,2,54,39,2,19,46,0,0,0,0,19.2,Regents Algebra I,HENRY H WELLS MIDDLE SCHOOL,BREWSTER CSD,PUTNAM,Low Need,Hudson Valley
56,18,91,46,4,46,2,0,14,349,3710,32456,55,45,0,0,0,0,1,95,3,21,51,0,1,0,0,11.166666666666666,Regents Common Core Geometry,BERLIN MIDDLE SCHOOL/HIGH SCHOOL,BERLIN CSD,RENSSELAER,Average Need,"Capital District, New York"
89,18,91,46,4,46,2,0,14,349,3710,32456,55,45,0,0,0,0,1,95,3,21,51,0,1,0,0,11.166666666666666,Regents Common Core Algebra II,BERLIN MIDDLE SCHOOL/HIGH SCHOOL,BERLIN CSD,RENSSELAER,Average Need,"Capital District, New York"
39,18,91,46,4,46,2,0,14,349,3710,32456,55,45,0,0,0,0,1,95,3,21,51,0,1,0,0,11.166666666666666,Regents Common Core Algebra I,BERLIN MIDDLE SCHOOL/HIGH SCHOOL,BERLIN CSD,RENSSELAER,Average Need,"Capital District, New York"
80,50,91,46,4,46,2,0,14,349,3710,32456,55,45,0,0,0,0,1,95,3,21,51,0,1,0,0,11.166666666666666,Regents Algebra I,BERLIN MIDDLE SCHOOL/HIGH SCHOOL,BERLIN CSD,RENSSELAER,Average Need,"Capital District, New York"
17,23,92,30,3,59,3,1,5,593,1616,24552,51,49,0,0,2,2,6,87,5,13,34,0,1,0,0,15.833333333333334,Regents Common Core Algebra I,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,BRUNSWICK CSD (BRITTONKILL),RENSSELAER,Average Need,"Capital District, New York"
88,59,92,30,3,59,3,1,5,593,1616,24552,51,49,0,0,2,2,6,87,5,13,34,0,1,0,0,15.833333333333334,Regents Common Core Geometry,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,BRUNSWICK CSD (BRITTONKILL),RENSSELAER,Average Need,"Capital District, New York"
89,35,92,30,3,59,3,1,5,593,1616,24552,51,49,0,0,2,2,6,87,5,13,34,0,1,0,0,15.833333333333334,Regents Common Core Algebra II,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,BRUNSWICK CSD (BRITTONKILL),RENSSELAER,Average Need,"Capital District, New York"
74,82,92,30,3,59,3,1,5,593,1616,24552,51,49,0,0,2,2,6,87,5,13,34,0,1,0,0,15.833333333333334,Regents Algebra I,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,BRUNSWICK CSD (BRITTONKILL),RENSSELAER,Average Need,"Capital District, New York"
46,13,94,24,2,108,6,2,3,1215,581,24618,49,50,1,0,5,7,8,77,3,16,28,0,1,0,0,23.333333333333332,Regents Common Core Algebra I,COLUMBIA HIGH SCHOOL,EAST GREENBUSH CSD,RENSSELAER,Average Need,"Capital District, New York"
99,163,94,24,2,108,6,2,3,1215,581,24618,49,50,1,0,5,7,8,77,3,16,28,0,1,0,0,23.333333333333332,Regents Common Core Algebra II,COLUMBIA HIGH SCHOOL,EAST GREENBUSH CSD,RENSSELAER,Average Need,"Capital District, New York"
99,180,94,24,2,108,6,2,3,1215,581,24618,49,50,1,0,5,7,8,77,3,16,28,0,1,0,0,23.333333333333332,Regents Common Core Geometry,COLUMBIA HIGH SCHOOL,EAST GREENBUSH CSD,RENSSELAER,Average Need,"Capital District, New York"
95,262,94,24,2,108,6,2,3,1215,581,24618,49,50,1,0,5,7,8,77,3,16,28,0,1,0,0,23.333333333333332,Regents Algebra I,COLUMBIA HIGH SCHOOL,EAST GREENBUSH CSD,RENSSELAER,Average Need,"Capital District, New York"
100,54,94,27,2,92,4,2,6,975,565,22825,50,50,1,0,4,9,7,73,7,15,31,0,1,0,1,19.75,Regents Algebra I,HOWARD L GOFF SCHOOL,EAST GREENBUSH CSD,RENSSELAER,Average Need,"Capital District, New York"
80,76,92,42,3,46,2,0,4,327,2235,28178,52,48,0,1,1,1,4,90,4,16,46,0,0,0,0,14.25,Regents Algebra I,HOOSICK FALLS HIGH SCHOOL,HOOSICK FALLS CSD,RENSSELAER,Average Need,"Capital District, New York"
32,41,92,42,3,46,2,0,4,327,2235,28178,52,48,0,1,1,1,4,90,4,16,46,0,0,0,0,14.25,Regents Common Core Algebra I,HOOSICK FALLS HIGH SCHOOL,HOOSICK FALLS CSD,RENSSELAER,Average Need,"Capital District, New York"
91,33,92,42,3,46,2,0,4,327,2235,28178,52,48,0,1,1,1,4,90,4,16,46,0,0,0,0,14.25,Regents Common Core Algebra II,HOOSICK FALLS HIGH SCHOOL,HOOSICK FALLS CSD,RENSSELAER,Average Need,"Capital District, New York"
74,47,92,42,3,46,2,0,4,327,2235,28178,52,48,0,1,1,1,4,90,4,16,46,0,0,0,0,14.25,Regents Common Core Geometry,HOOSICK FALLS HIGH SCHOOL,HOOSICK FALLS CSD,RENSSELAER,Average Need,"Capital District, New York"
100,18,91,50,5,44,2,0,6,311,2317,20417,57,43,0,0,1,0,3,91,4,23,57,0,1,0,0,15.833333333333334,Regents Algebra I,HOOSICK FALLS MIDDLE SCHOOL,HOOSICK FALLS CSD,RENSSELAER,Average Need,"Capital District, New York"
77,31,87,67,0,57,4,0,24,442,5364,25484,49,51,2,0,24,0,14,49,13,24,74,0,10,0,0,11,Regents Algebra I,KNICKERBACKER MIDDLE SCHOOL,LANSINGBURGH CSD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
33,97,81,68,0,63,3,0,18,660,2599,21696,53,47,2,0,22,2,15,51,10,21,75,0,9,0,0,14.333333333333334,Regents Common Core Algebra I,LANSINGBURGH SENIOR HIGH SCHOOL,LANSINGBURGH CSD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
60,116,81,68,0,63,3,0,18,660,2599,21696,53,47,2,0,22,2,15,51,10,21,75,0,9,0,0,14.333333333333334,Regents Algebra I,LANSINGBURGH SENIOR HIGH SCHOOL,LANSINGBURGH CSD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
84,50,81,68,0,63,3,0,18,660,2599,21696,53,47,2,0,22,2,15,51,10,21,75,0,9,0,0,14.333333333333334,Regents Common Core Algebra II,LANSINGBURGH SENIOR HIGH SCHOOL,LANSINGBURGH CSD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
55,66,81,68,0,63,3,0,18,660,2599,21696,53,47,2,0,22,2,15,51,10,21,75,0,9,0,0,14.333333333333334,Regents Common Core Geometry,LANSINGBURGH SENIOR HIGH SCHOOL,LANSINGBURGH CSD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
100,12,95,20,1,22,1,1,2,311,0,35926,50,50,0,0,0,1,2,92,5,11,22,0,0,0,0,17.714285714285715,Regents Algebra I,GARDNER-DICKINSON SCHOOL,WYNANTSKILL UFSD,RENSSELAER,Average Need,"Capital District, New York"
19,64,89,67,0,49,0,0,24,478,5463,21254,51,49,4,0,17,12,13,47,11,18,75,0,4,0,0,16.4,Regents Algebra I,RENSSELAER JUNIOR/SENIOR HIGH,RENSSELAER CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
0,6,89,67,0,49,0,0,24,478,5463,21254,51,49,4,0,17,12,13,47,11,18,75,0,4,0,0,16.4,Regents Common Core Algebra I,RENSSELAER JUNIOR/SENIOR HIGH,RENSSELAER CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
87,23,89,67,0,49,0,0,24,478,5463,21254,51,49,4,0,17,12,13,47,11,18,75,0,4,0,0,16.4,Regents Common Core Geometry,RENSSELAER JUNIOR/SENIOR HIGH,RENSSELAER CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
76,21,89,67,0,49,0,0,24,478,5463,21254,51,49,4,0,17,12,13,47,11,18,75,0,4,0,0,16.4,Regents Common Core Algebra II,RENSSELAER JUNIOR/SENIOR HIGH,RENSSELAER CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
67,165,94,27,2,65,5,0,4,884,939,23815,50,49,0,0,1,1,3,90,5,18,29,0,1,0,0,16.5,Regents Algebra I,AVERILL PARK HIGH SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
37,30,94,27,2,65,5,0,4,884,939,23815,50,49,0,0,1,1,3,90,5,18,29,0,1,0,0,16.5,Regents Common Core Algebra I,AVERILL PARK HIGH SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
95,129,94,27,2,65,5,0,4,884,939,23815,50,49,0,0,1,1,3,90,5,18,29,0,1,0,0,16.5,Regents Common Core Algebra II,AVERILL PARK HIGH SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
55,171,94,27,2,65,5,0,4,884,939,23815,50,49,0,0,1,1,3,90,5,18,29,0,1,0,0,16.5,Regents Common Core Geometry,AVERILL PARK HIGH SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
98,44,95,27,1,53,2,2,1,615,883,23435,51,49,0,0,1,0,4,90,4,20,29,0,1,0,0,17.6,Regents Algebra I,ALGONQUIN MIDDLE SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
100,13,95,27,1,53,2,2,1,615,883,23435,51,49,0,0,1,0,4,90,4,20,29,0,1,0,0,17.6,Regents Common Core Geometry,ALGONQUIN MIDDLE SCHOOL,AVERILL PARK CSD,RENSSELAER,Average Need,"Capital District, New York"
78,40,93,35,3,43,2,0,6,372,90,28360,53,47,0,0,1,0,3,93,3,19,40,0,3,0,1,14.2,Regents Common Core Geometry,HOOSIC VALLEY JUNIOR SENIOR HIGH,HOOSIC VALLEY CSD,RENSSELAER,Average Need,"Capital District, New York"
67,67,93,35,3,43,2,0,6,372,90,28360,53,47,0,0,1,0,3,93,3,19,40,0,3,0,1,14.2,Regents Algebra I,HOOSIC VALLEY JUNIOR SENIOR HIGH,HOOSIC VALLEY CSD,RENSSELAER,Average Need,"Capital District, New York"
22,9,93,35,3,43,2,0,6,372,90,28360,53,47,0,0,1,0,3,93,3,19,40,0,3,0,1,14.2,Regents Common Core Algebra I,HOOSIC VALLEY JUNIOR SENIOR HIGH,HOOSIC VALLEY CSD,RENSSELAER,Average Need,"Capital District, New York"
96,26,93,35,3,43,2,0,6,372,90,28360,53,47,0,0,1,0,3,93,3,19,40,0,3,0,1,14.2,Regents Common Core Algebra II,HOOSIC VALLEY JUNIOR SENIOR HIGH,HOOSIC VALLEY CSD,RENSSELAER,Average Need,"Capital District, New York"
67,57,93,20,1,45,2,1,9,402,1514,27033,51,48,1,0,1,0,3,92,3,14,28,0,2,0,0,16.4,Regents Common Core Geometry,MAPLE HILL JR/SR HIGH SCHOOL,SCHODACK CSD,RENSSELAER,Average Need,"Capital District, New York"
90,40,93,20,1,45,2,1,9,402,1514,27033,51,48,1,0,1,0,3,92,3,14,28,0,2,0,0,16.4,Regents Common Core Algebra II,MAPLE HILL JR/SR HIGH SCHOOL,SCHODACK CSD,RENSSELAER,Average Need,"Capital District, New York"
99,72,93,20,1,45,2,1,9,402,1514,27033,51,48,1,0,1,0,3,92,3,14,28,0,2,0,0,16.4,Regents Algebra I,MAPLE HILL JR/SR HIGH SCHOOL,SCHODACK CSD,RENSSELAER,Average Need,"Capital District, New York"
46,186,87,66,0,100,5,5,17,1187,3535,25855,50,49,4,0,30,2,20,39,9,17,68,0,6,0,0,20.666666666666668,Regents Common Core Geometry,TROY HIGH SCHOOL,TROY CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
92,100,87,66,0,100,5,5,17,1187,3535,25855,50,49,4,0,30,2,20,39,9,17,68,0,6,0,0,20.666666666666668,Regents Common Core Algebra II,TROY HIGH SCHOOL,TROY CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
35,62,87,66,0,100,5,5,17,1187,3535,25855,50,49,4,0,30,2,20,39,9,17,68,0,6,0,0,20.666666666666668,Regents Common Core Algebra I,TROY HIGH SCHOOL,TROY CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
62,224,87,66,0,100,5,5,17,1187,3535,25855,50,49,4,0,30,2,20,39,9,17,68,0,6,0,0,20.666666666666668,Regents Algebra I,TROY HIGH SCHOOL,TROY CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
100,42,91,73,0,89,4,3,22,761,4180,28710,50,50,5,0,28,2,21,35,15,19,74,0,8,1,0,17.5,Regents Algebra I,TROY MIDDLE SCHOOL,TROY CITY SD,RENSSELAER,High-Need Urban/Suburban,"Capital District, New York"
82,254,94,24,3,119,7,0,3,1217,837,26671,50,50,6,0,6,15,29,48,3,19,27,0,0,0,0,18.333333333333332,Regents Algebra I,CLARKSTOWN NORTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
97,199,94,24,3,119,7,0,3,1217,837,26671,50,50,6,0,6,15,29,48,3,19,27,0,0,0,0,18.333333333333332,Regents Common Core Algebra II,CLARKSTOWN NORTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
91,185,94,24,3,119,7,0,3,1217,837,26671,50,50,6,0,6,15,29,48,3,19,27,0,0,0,0,18.333333333333332,Regents Common Core Geometry,CLARKSTOWN NORTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
24,45,94,24,3,119,7,0,3,1217,837,26671,50,50,6,0,6,15,29,48,3,19,27,0,0,0,0,18.333333333333332,Regents Common Core Algebra I,CLARKSTOWN NORTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
84,213,94,20,2,116,8,0,3,1386,740,26321,52,48,2,0,6,15,26,50,3,22,22,0,0,0,0,21.666666666666668,Regents Common Core Geometry,CLARKSTOWN SOUTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
99,189,94,20,2,116,8,0,3,1386,740,26321,52,48,2,0,6,15,26,50,3,22,22,0,0,0,0,21.666666666666668,Regents Common Core Algebra II,CLARKSTOWN SOUTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
57,14,94,20,2,116,8,0,3,1386,740,26321,52,48,2,0,6,15,26,50,3,22,22,0,0,0,0,21.666666666666668,Regents Common Core Algebra I,CLARKSTOWN SOUTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
95,256,94,20,2,116,8,0,3,1386,740,26321,52,48,2,0,6,15,26,50,3,22,22,0,0,0,0,21.666666666666668,Regents Algebra I,CLARKSTOWN SOUTH SENIOR HS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
100,150,95,21,3,91,2,0,0,619,765,25860,53,47,3,0,5,16,27,49,2,19,25,0,0,0,0,13.666666666666666,Regents Algebra I,FELIX FESTA DETERMINATION MS,CLARKSTOWN CSD,ROCKLAND,Low Need,Hudson Valley
100,53,95,29,4,70,2,1,3,654,847,33814,52,48,6,0,8,15,36,37,4,15,37,0,0,0,0,21.6,Regents Algebra I,A MACARTHUR BARR MS,NANUET UFSD,ROCKLAND,Low Need,Hudson Valley
93,117,94,28,2,75,4,1,2,761,700,33041,52,48,3,0,10,15,33,40,2,16,34,0,1,0,0,18.333333333333332,Regents Algebra I,NANUET SENIOR HIGH SCHOOL,NANUET UFSD,ROCKLAND,Low Need,Hudson Valley
50,10,94,28,2,75,4,1,2,761,700,33041,52,48,3,0,10,15,33,40,2,16,34,0,1,0,0,18.333333333333332,Regents Common Core Algebra I,NANUET SENIOR HIGH SCHOOL,NANUET UFSD,ROCKLAND,Low Need,Hudson Valley
95,128,94,28,2,75,4,1,2,761,700,33041,52,48,3,0,10,15,33,40,2,16,34,0,1,0,0,18.333333333333332,Regents Common Core Algebra II,NANUET SENIOR HIGH SCHOOL,NANUET UFSD,ROCKLAND,Low Need,Hudson Valley
81,134,94,28,2,75,4,1,2,761,700,33041,52,48,3,0,10,15,33,40,2,16,34,0,1,0,0,18.333333333333332,Regents Common Core Geometry,NANUET SENIOR HIGH SCHOOL,NANUET UFSD,ROCKLAND,Low Need,Hudson Valley
89,237,95,53,4,180,13,3,7,2684,1902,30843,51,48,14,0,14,3,63,19,1,15,57,0,0,0,0,23.666666666666668,Regents Common Core Algebra II,NORTH ROCKLAND HIGH SCHOOL,HAVERSTRAW-STONY POINT CSD (NORTH RO,ROCKLAND,Average Need,Hudson Valley
73,419,95,53,4,180,13,3,7,2684,1902,30843,51,48,14,0,14,3,63,19,1,15,57,0,0,0,0,23.666666666666668,Regents Algebra I,NORTH ROCKLAND HIGH SCHOOL,HAVERSTRAW-STONY POINT CSD (NORTH RO,ROCKLAND,Average Need,Hudson Valley
58,317,95,53,4,180,13,3,7,2684,1902,30843,51,48,14,0,14,3,63,19,1,15,57,0,0,0,0,23.666666666666668,Regents Common Core Geometry,NORTH ROCKLAND HIGH SCHOOL,HAVERSTRAW-STONY POINT CSD (NORTH RO,ROCKLAND,Average Need,Hudson Valley
47,302,95,53,4,180,13,3,7,2684,1902,30843,51,48,14,0,14,3,63,19,1,15,57,0,0,0,0,23.666666666666668,Regents Common Core Algebra I,NORTH ROCKLAND HIGH SCHOOL,HAVERSTRAW-STONY POINT CSD (NORTH RO,ROCKLAND,Average Need,Hudson Valley
100,130,95,56,4,107,4,1,9,1210,1902,30843,50,50,14,0,15,3,63,18,1,15,61,0,0,0,0,21.333333333333332,Regents Algebra I,FIELDSTONE MIDDLE SCHOOL,HAVERSTRAW-STONY POINT CSD (NORTH RO,ROCKLAND,Average Need,Hudson Valley
90,125,93,20,2,89,5,2,2,895,212,40310,48,52,5,0,1,10,23,62,4,15,23,0,1,0,0,18.666666666666668,Regents Common Core Algebra II,TAPPAN ZEE HIGH SCHOOL,SOUTH ORANGETOWN CSD,ROCKLAND,Low Need,Hudson Valley
36,14,93,20,2,89,5,2,2,895,212,40310,48,52,5,0,1,10,23,62,4,15,23,0,1,0,0,18.666666666666668,Regents Common Core Algebra I,TAPPAN ZEE HIGH SCHOOL,SOUTH ORANGETOWN CSD,ROCKLAND,Low Need,Hudson Valley
87,150,93,20,2,89,5,2,2,895,212,40310,48,52,5,0,1,10,23,62,4,15,23,0,1,0,0,18.666666666666668,Regents Algebra I,TAPPAN ZEE HIGH SCHOOL,SOUTH ORANGETOWN CSD,ROCKLAND,Low Need,Hudson Valley
86,162,93,20,2,89,5,2,2,895,212,40310,48,52,5,0,1,10,23,62,4,15,23,0,1,0,0,18.666666666666668,Regents Common Core Geometry,TAPPAN ZEE HIGH SCHOOL,SOUTH ORANGETOWN CSD,ROCKLAND,Low Need,Hudson Valley
100,55,94,19,2,73,3,2,2,642,212,40295,51,49,4,0,2,10,23,60,5,20,22,0,1,0,0,21,Regents Algebra I,SOUTH ORANGETOWN MIDDLE SCHOOL,SOUTH ORANGETOWN CSD,ROCKLAND,Low Need,Hudson Valley
80,195,92,28,1,95,4,2,1,914,979,33496,51,49,9,0,15,8,33,38,6,16,29,0,3,0,0,21,Regents Algebra I,NYACK SENIOR HIGH SCHOOL,NYACK UFSD,ROCKLAND,Average Need,Hudson Valley
46,24,92,28,1,95,4,2,1,914,979,33496,51,49,9,0,15,8,33,38,6,16,29,0,3,0,0,21,Regents Common Core Algebra I,NYACK SENIOR HIGH SCHOOL,NYACK UFSD,ROCKLAND,Average Need,Hudson Valley
98,112,92,28,1,95,4,2,1,914,979,33496,51,49,9,0,15,8,33,38,6,16,29,0,3,0,0,21,Regents Common Core Algebra II,NYACK SENIOR HIGH SCHOOL,NYACK UFSD,ROCKLAND,Average Need,Hudson Valley
88,153,92,28,1,95,4,2,1,914,979,33496,51,49,9,0,15,8,33,38,6,16,29,0,3,0,0,21,Regents Common Core Geometry,NYACK SENIOR HIGH SCHOOL,NYACK UFSD,ROCKLAND,Average Need,Hudson Valley
100,43,93,31,2,67,3,1,3,648,875,30806,53,47,8,0,17,7,31,37,7,17,32,0,1,0,0,23.5,Regents Algebra I,NYACK MIDDLE SCHOOL,NYACK UFSD,ROCKLAND,Average Need,Hudson Valley
81,185,94,18,2,86,0,0,5,925,921,35511,53,47,2,0,1,3,20,74,2,16,20,0,1,0,0,19,Regents Common Core Geometry,PEARL RIVER HIGH SCHOOL,PEARL RIVER UFSD,ROCKLAND,Low Need,Hudson Valley
33,12,94,18,2,86,0,0,5,925,921,35511,53,47,2,0,1,3,20,74,2,16,20,0,1,0,0,19,Regents Common Core Algebra I,PEARL RIVER HIGH SCHOOL,PEARL RIVER UFSD,ROCKLAND,Low Need,Hudson Valley
96,139,94,18,2,86,0,0,5,925,921,35511,53,47,2,0,1,3,20,74,2,16,20,0,1,0,0,19,Regents Common Core Algebra II,PEARL RIVER HIGH SCHOOL,PEARL RIVER UFSD,ROCKLAND,Low Need,Hudson Valley
85,179,94,18,2,86,0,0,5,925,921,35511,53,47,2,0,1,3,20,74,2,16,20,0,1,0,0,19,Regents Algebra I,PEARL RIVER HIGH SCHOOL,PEARL RIVER UFSD,ROCKLAND,Low Need,Hudson Valley
78,241,92,34,3,118,6,2,5,1425,607,33246,52,48,15,1,9,7,40,39,4,14,44,0,1,0,0,21.333333333333332,Regents Common Core Geometry,SUFFERN SENIOR HIGH SCHOOL,SUFFERN CSD ,ROCKLAND,Low Need,Hudson Valley
